text,lang,orig_index
<s>[INST] حکمت عملی کے اصولوں پر عمل درآمد کو یقینی بنانے کی ذمہ داری کس کی ہے؟ [/INST] مملکت کے ہر شعبے اور ہیئت مجاز کی اور مملکت کے کسی شعبے یا ہیئت مجاز کی طرف سے کار ہائے منصبی انجام دینے والے ہر شخص کی یہ ذمہ داری ہے کہ وہ حکمت عملی کے اصولوں کے مطابق عمل کرے۔ </s>,urdu,55
"<s>[INST] What can the federal government do if there is a threat to peace or economic stability in Pakistan? [/INST] The federal government can give directions to a province on how to exercise its executive authority to prevent any grave menace to the peace, tranquillity, or economic life of Pakistan or any part thereof. </s>",eng,289
<s>[INST] اگر پاکستان میں امن یا اقتصادی استحکام کو خطرہ ہو تو وفاقی حکومت کیا کر سکتی ہے؟ [/INST] وفاقی حکومت کسی صوبے کو ہدایات دے سکتی ہے کہ وہ اپنے عاملانہ اختیار کو کس طرح استعمال کرے تاکہ پاکستان یا اس کے کسی حصے کے امن، سکون یا اقتصادی زندگی کے لیے کسی سنگین خطرے کو روکا جا سکے۔ </s>,urdu,289
"<s>[INST] What must the Islamic Council do within fifteen days of receiving a question from a House, Provincial Assembly, President, or Governor? [/INST] The Islamic Council must inform the House, Assembly, President, or Governor of the period within which it expects to be able to furnish its advice within fifteen days of receiving the question. </s>",eng,499
<s>[INST] اسلامی کونسل کو کسی ایوان، صوبائی اسمبلی، صدر یا گورنر سے سوال موصول ہونے کے پندرہ دن کے اندر کیا کرنا چاہیے؟ [/INST] اسلامی کونسل کو سوال موصول ہونے کے پندرہ دن کے اندر اس ایوان، اسمبلی، صدر یا گورنر کو اس مدت سے مطلع کرنا چاہیے جس کے اندر وہ مذکورہ مشورہ فراہم کرنے کی توقع رکھتی ہو۔ </s>,urdu,499
<s>[INST] What happens to cases under Article 203B that are pending before any High Court when the new chapter starts? [/INST] Cases under Article 203B that are pending before any High Court will be transferred to the Court and will be dealt with from the stage they were transferred. </s>,eng,430
<s>[INST] جب نیا باب شروع ہوتا ہے تو آرٹیکل 203B کے تحت کسی بھی عدالت عالیہ میں زیر التواء مقدمات کا کیا ہوتا ہے؟ [/INST] آرٹیکل 203B کے تحت جو مقدمات کسی بھی عدالت عالیہ میں زیر التواء ہوں گے، وہ عدالت کو منتقل کر دیے جائیں گے اور اس مرحلے سے نمٹا جائے گا جس مرحلے سے وہ منتقل کیے گئے تھے۔ </s>,urdu,430
"<s>[INST] Can the salary, allowances, and privileges of the President be changed to his disadvantage during his term? [/INST] No, the salary, allowances, and privileges of the President cannot be varied to his disadvantage during his term of office. </s>",eng,539
<s>[INST] کیا صدر کی تنخواہ، بھتے اور مراعات اس کی میعاد عہدے کے دوران اس کے مفاد کے منافی تبدیل کی جا سکتی ہیں؟ [/INST] نہیں، صدر کی تنخواہ، بھتے اور مراعات اس کی میعاد عہدے کے دوران اس کے مفاد کے منافی تبدیل نہیں کی جا سکتیں۔ </s>,urdu,539
"<s>[INST] When was the Proclamation of Emergency mentioned in the text originally issued? [/INST] The Proclamation of Emergency was originally issued on the twenty-third day of November, one thousand nine hundred and seventy-one. </s>",eng,617
<s>[INST] متن میں ذکر کردہ ہنگامی حالت کا اعلان کب جاری کیا گیا تھا؟ [/INST] ہنگامی حالت کا اعلان اصل میں ۲۳ نومبر ایک ہزار نو سو اکہتر کو جاری کیا گیا تھا۔ </s>,urdu,617
<s>[INST] Who has the final say on whether a Bill is a Money Bill or not? [/INST] The decision of the Speaker of the National Assembly on whether a Bill is a Money Bill or not shall be final. </s>,eng,146
<s>[INST] کیا کسی بل کے مالی بل ہونے یا نہ ہونے کا حتمی فیصلہ کون کرتا ہے؟ [/INST] کسی بل کے مالی بل ہونے یا نہ ہونے پر قومی اسمبلی کے اسپیکر کا فیصلہ قطعی ہوگا۔ </s>,urdu,146
"<s>[INST] Who gets ownership of property that has no rightful owner in a Province? [/INST] If a property has no rightful owner and is located in a Province, it will vest in the Government of that Province. </s>",eng,339
<s>[INST] کسی صوبے میں ایسی جائیداد جس کا کوئی جائز مالک نہ ہو، اس کی ملکیت کس کو ملے گی؟ [/INST] اگر کسی جائیداد کا کوئی جائز مالک نہ ہو اور وہ کسی صوبے میں واقع ہو، تو وہ اس صوبے کی حکومت کی ملکیت ہوگی۔ </s>,urdu,339
<s>[INST] Who has the authority to establish separate High Courts for Balochistan and Sindh? [/INST] The President has the authority to establish separate High Courts for Balochistan and Sindh by Order. </s>,eng,383
<s>[INST] بلوچستان اور سندھ کے لیے الگ عدالت عالیہ قائم کرنے کا اختیار کس کے پاس ہے؟ [/INST] صدر کے پاس فرمان کے ذریعے بلوچستان اور سندھ کے لیے الگ عدالت عالیہ قائم کرنے کا اختیار ہے۔ </s>,urdu,383
"<s>[INST] Can people gather together in Pakistan without carrying weapons? [/INST] Yes, people can gather together peacefully and without arms, subject to reasonable restrictions imposed by law in the interest of public order. </s>",eng,29
<s>[INST] کیا لوگ پاکستان میں بغیر ہتھیاروں کے اکٹھے ہو سکتے ہیں؟ [/INST] جی ہاں، لوگ پرامن طور پر اور اسلحہ کے بغیر جمع ہو سکتے ہیں، امن عامہ کے مفاد میں قانون کے ذریعے عائد کردہ معقول پابندیوں کے تابع۔ </s>,urdu,29
<s>[INST] Who has the authority to call and end sessions of the Provincial Assembly? [/INST] The Governor has the authority to summon and prorogue the Provincial Assembly. </s>,eng,214
<s>[INST] صوبائی اسمبلی کا اجلاس طلب اور برخاست کرنے کا اختیار کس کے پاس ہے؟ [/INST] گورنر کے پاس صوبائی اسمبلی کا اجلاس طلب اور برخاست کرنے کا اختیار ہے۔ </s>,urdu,214
"<s>[INST] Can the validity of directions issued by the Federal Government to the Armed Forces be challenged in court? [/INST] No, the validity of any direction issued by the Federal Government to the Armed Forces cannot be called in question in any court. </s>",eng,529
<s>[INST] کیا وفاقی حکومت کی طرف سے مسلح افواج کو جاری کردہ ہدایات کے جواز کو عدالت میں چیلنج کیا جا سکتا ہے؟ [/INST] نہیں، وفاقی حکومت کی طرف سے مسلح افواج کو جاری کردہ کسی بھی ہدایت کے جواز کو کسی عدالت میں زیر اعتراض نہیں لایا جا سکتا۔ </s>,urdu,529
"<s>[INST] What happens if a bill is passed by both Houses without any changes? [/INST] If a bill is passed by both Houses without any changes, it is presented to the President for assent. </s>",eng,139
<s>[INST] اگر دونوں ایوان بل کو بغیر کسی تبدیلی کے منظور کر لیں تو کیا ہوتا ہے؟ [/INST] اگر دونوں ایوان بل کو بغیر کسی تبدیلی کے منظور کر لیں تو اسے منظوری کے لیے صدر کو پیش کر دیا جاتا ہے۔ </s>,urdu,139
<s>[INST] Who needs to give consent for financial measures involving the Federal Consolidated Fund or the Public Account of the Federation? [/INST] The Federal Government needs to give consent for such financial measures. </s>,eng,147
<s>[INST] وفاقی مجموعی فنڈ یا وفاق کے حسابات عامہ سے متعلق مالی اقدامات کے لیے کس کی منظوری درکار ہوتی ہے؟ [/INST] ایسے مالی اقدامات کے لیے وفاقی حکومت کی منظوری درکار ہوتی ہے۔ </s>,urdu,147
"<s>[INST] What happens if a High Court Judge does not accept an appointment to the Supreme Court? [/INST] If a High Court Judge does not accept an appointment to the Supreme Court, they are deemed to have retired and are entitled to receive a pension based on the length of their service as a Judge and any total service in the service of Pakistan. </s>",eng,440
<s>[INST] اگر کسی عدالت عالیہ کا جج عدالت عظمیٰ میں تقرری قبول نہ کرے تو کیا ہوتا ہے؟ [/INST] اگر کسی عدالت عالیہ کا جج عدالت عظمیٰ میں تقرری قبول نہ کرے تو اسے فارغ الخدمة متصور کیا جائے گا اور وہ جج کے طور پر اپنے عرصہ ملازمت اور ملازمت پاکستان میں کل ملازمت کی بنیاد پر پنشن وصول کرنے کا حق دار ہو گا۔ </s>,urdu,440
<s>[INST] What is required for a bill to amend the Constitution to be presented to the President for assent? [/INST] The bill must be passed by the votes of not less than two-thirds of the total membership of both Houses. </s>,eng,517
<s>[INST] دستور میں ترمیم کرنے والے بل کو صدر کی منظوری کے لیے پیش کرنے کے لیے کیا ضروری ہے؟ [/INST] بل کو دونوں ایوانوں کی کل رکنیت کے کم از کم دو تہائی ووٹوں سے منظور کیا جانا چاہیے۔ </s>,urdu,517
"<s>[INST] When were the General Elections 2008 held in Pakistan? [/INST] The General Elections 2008 were held on the eighteenth day of February, two thousand and eight. </s>",eng,594
<s>[INST] پاکستان میں عام انتخابات ۲۰۰۸ء کب منعقد ہوئے؟ [/INST] عام انتخابات ۲۰۰۸ء اٹھارہ فروری دو ہزار آٹھ کو منعقد ہوئے۔ </s>,urdu,594
"<s>[INST] What happens to a member of Parliament or a Provincial Assembly if they are elected as President? [/INST] If a member of Parliament or a Provincial Assembly is elected as President, their seat in Parliament or the Provincial Assembly shall become vacant on the day they enter upon their office. </s>",eng,79
<s>[INST] اگر پارلیمنٹ یا صوبائی اسمبلی کا کوئی رکن صدر منتخب ہو جائے تو کیا ہوتا ہے؟ [/INST] اگر پارلیمنٹ یا صوبائی اسمبلی کا کوئی رکن صدر منتخب ہو جائے تو اس کی نشست اس دن خالی ہو جائے گی جس دن وہ اپنا عہدہ سنبھالے گا۔ </s>,urdu,79
"<s>[INST] Can a court review the removal of a judge by the Council? [/INST] No, the removal of a judge by the Council cannot be questioned in any court. </s>",eng,451
<s>[INST] کیا عدالت کونسل کے ذریعے جج کی برطرفی کا جائزہ لے سکتی ہے؟ [/INST] نہیں، کونسل کے ذریعے جج کی برطرفی پر کسی عدالت میں کوئی اعتراض نہیں کیا جا سکتا۔ </s>,urdu,451
<s>[INST] How long does an Ordinance remain in effect if not extended or disapproved by the Provincial Assembly? [/INST] An Ordinance remains in effect for ninety days from its promulgation unless extended by the Provincial Assembly for a further period of ninety days or disapproved by the Assembly before the expiration of that period. </s>,eng,251
<s>[INST] آرڈیننس کتنے عرصے تک نافذ رہتا ہے اگر اسے صوبائی اسمبلی کی طرف سے توسیع یا نامنظور نہ کیا جائے؟ [/INST] آرڈیننس اپنے نفاذ سے نوے دن تک نافذ رہتا ہے جب تک کہ صوبائی اسمبلی کی طرف سے مزید نوے دن کے لیے توسیع نہ دی جائے یا اس مدت کے اختتام سے قبل اسمبلی کی طرف سے نامنظور نہ کیا جائے۔ </s>,urdu,251
"<s>[INST] What does the term ""Chief Justice"" refer to in this context? [/INST] ""Chief Justice"" means Chief Justice of the Court. </s>",eng,408
<s>[INST] اس سیاق و سباق میں 'چیف جسٹس' سے کیا مراد ہے؟ [/INST] 'چیف جسٹس' سے عدالت کا چیف جسٹس مراد ہے۔ </s>,urdu,408
"<s>[INST] Can ongoing court cases be paused just because a petition has been made to check if a law is against Islamic injunctions? [/INST] No, ongoing court cases will not be paused just because a petition has been made to check if a law is against Islamic injunctions; they will continue as per the current law. </s>",eng,429
<s>[INST] کیا زیر سماعت عدالت کے مقدمات کو صرف اس وجہ سے روکا جا سکتا ہے کہ ایک درخواست دی گئی ہے کہ یہ جانچا جائے کہ آیا کوئی قانون اسلامی احکام کے خلاف ہے؟ [/INST] نہیں، زیر سماعت عدالت کے مقدمات کو صرف اس وجہ سے نہیں روکا جائے گا کہ ایک درخواست دی گئی ہے کہ یہ جانچا جائے کہ آیا کوئی قانون اسلامی احکام کے خلاف ہے؛ وہ موجودہ قانون کے مطابق جاری رہیں گے۔ </s>,urdu,429
"<s>[INST] What happens after a complaint about water supply interference is received? [/INST] Upon receiving such a complaint, the Council shall either give its decision or request the President to appoint a commission consisting of persons with special knowledge and experience in relevant fields. </s>",eng,300
<s>[INST] پانی کی فراہمی میں مداخلت کی شکایت موصول ہونے کے بعد کیا ہوتا ہے؟ [/INST] ایسی شکایت موصول ہونے پر، کونسل یا تو اپنا فیصلہ دے گی یا صدر سے درخواست کرے گی کہ وہ متعلقہ شعبوں میں خصوصی علم و تجربے کے حامل افراد پر مشتمل ایک کمیشن مقرر کرے۔ </s>,urdu,300
"<s>[INST] Are there any circumstances under which property can be taken without following the usual rules? [/INST] Yes, property can be taken without following the usual rules for preventing danger to life, property, or public health; if it was acquired by unfair means; if it is enemy or evacuee property; for managing the property in the public interest; or for providing education, medical aid, housing, public facilities, or maintenance to those unable to maintain themselves. </s>",eng,44
<s>[INST] کیا کوئی حالات ایسے ہیں جن میں جائیداد کو معمول کے قواعد کی پیروی کیے بغیر قبضہ میں لیا جا سکتا ہے؟ [/INST] جی ہاں، جائیداد کو معمول کے قواعد کی پیروی کیے بغیر قبضہ میں لیا جا سکتا ہے اگر جان، مال یا صحت عامہ کو خطرہ ہو؛ اگر وہ ناجائز ذرائع سے حاصل کی گئی ہو؛ اگر وہ دشمن یا متروکہ جائیداد ہو؛ اگر مفاد عامہ کے پیش نظر جائیداد کا انتظام کرنا ہو؛ یا اگر تعلیم، طبی امداد، رہائش، عام سہولتیں یا ان لوگوں کے لیے نان نفقہ مہیا کرنا ہو جو اپنی کفالت خود کرنے کے قابل نہ ہوں۔ </s>,urdu,44
"<s>[INST] Are the laws made between December 20, 1971, and April 20, 1972, subject to judicial review? [/INST] No, the laws made between December 20, 1971, and April 20, 1972, are declared valid and cannot be questioned in any court on any ground. </s>",eng,580
<s>[INST] کیا بیس دسمبر سن ایک ہزار نو سو اکہتر اور بیس اپریل سن ایک ہزار نو سو بہتر کے درمیان بنائے گئے قوانین عدالتی جائزے کے تابع ہیں؟ [/INST] نہیں، بیس دسمبر سن ایک ہزار نو سو اکہتر اور بیس اپریل سن ایک ہزار نو سو بہتر کے درمیان بنائے گئے قوانین کو جائز قرار دیا گیا ہے اور ان پر کسی بناء پر بھی کسی عدالت میں اعتراض نہیں کیا جا سکتا۔ </s>,urdu,580
<s>[INST] How does the State ensure that justice is accessible to the public? [/INST] The State ensures inexpensive and expeditious justice. </s>,eng,67
<s>[INST] ریاست عوام کو انصاف کی فراہمی کیسے یقینی بناتی ہے؟ [/INST] ریاست سستے اور سہل الحصول انصاف کو یقینی بناتی ہے۔ </s>,urdu,67
"<s>[INST] What kind of biases does the State aim to reduce among its people? [/INST] The State aims to reduce parochial, racial, tribal, sectarian, and provincial biases among its people. </s>",eng,62
<s>[INST] ریاست اپنے لوگوں کے درمیان کس قسم کے تعصبات کو کم کرنے کا ارادہ رکھتی ہے؟ [/INST] ریاست اپنے لوگوں کے درمیان علاقائی، نسلی، قبائلی، فرقہ وارانہ اور صوبائی تعصبات کو کم کرنے کا ارادہ رکھتی ہے۔ </s>,urdu,62
<s>[INST] What happens to penalties or punishments for offences committed under a law that has been repealed? [/INST] Penalties or punishments incurred for offences committed under a repealed law are not affected by the repeal and may still be imposed as if the law had not been repealed. </s>,eng,565
<s>[INST] منسوخ شدہ قانون کے تحت کئے گئے جرائم کی سزاؤں یا جرمانوں کا کیا ہوتا ہے؟ [/INST] منسوخ شدہ قانون کے تحت کئے گئے جرائم کی سزائیں یا جرمانے منسوخی سے متاثر نہیں ہوتے اور انہیں اس طرح عائد کیا جا سکتا ہے گویا قانون منسوخ نہیں ہوا تھا۔ </s>,urdu,565
"<s>[INST] Are all citizens treated the same under the law? [/INST] Yes, all citizens are equal before the law and are entitled to equal protection of the law. </s>",eng,46
<s>[INST] کیا تمام شہریوں کے ساتھ قانون کے تحت یکساں سلوک کیا جاتا ہے؟ [/INST] جی ہاں، تمام شہری قانون کی نظر میں برابر ہیں اور قانونی تحفظ کے مساوی طور پر حقدار ہیں۔ </s>,urdu,46
"<s>[INST] What is the next step if the Provincial Assembly passes a Bill again after the Governor has returned it for reconsideration? [/INST] If the Provincial Assembly passes the Bill again, with or without amendment, it shall be presented to the Governor again, and the Governor must give assent within ten days, failing which the assent shall be deemed to have been given. </s>",eng,229
<s>[INST] اگر گورنر نے بل کو دوبارہ غور کے لیے واپس کر دیا ہو اور صوبائی اسمبلی اسے دوبارہ منظور کر لے تو اگلا قدم کیا ہو گا؟ [/INST] اگر صوبائی اسمبلی بل کو دوبارہ منظور کر لے، چاہے ترمیم کے ساتھ یا بغیر ترمیم کے، تو اسے دوبارہ گورنر کو پیش کیا جائے گا اور گورنر دس دنوں کے اندر اس کی منظوری دے گا، ناکامی کی صورت میں یہ سمجھا جائے گا کہ منظوری ہو چکی ہے۔ </s>,urdu,229
<s>[INST] Who can make rules regarding the recruitment and conditions of service for the secretarial staff of the National Assembly or the Senate until the Parliament makes provisions? [/INST] The Speaker or the Chairman may make rules with the approval of the President. </s>,eng,174
<s>[INST] قومی اسمبلی یا سینیٹ کے عملہ معتمدی میں بھرتی اور مقررہ اشخاص کی ملازمت کی شرائط کے بارے میں قواعد کون وضع کر سکتا ہے جب تک پارلیمنٹ اس بارے میں قانون وضع نہ کرے؟ [/INST] اسپیکر یا چیئرمین صدر کی منظوری سے قواعد وضع کر سکتے ہیں۔ </s>,urdu,174
<s>[INST] Who appoints the members of the Council of Common Interests? [/INST] The members of the Council of Common Interests are appointed by the President. </s>,eng,295
<s>[INST] مشترکہ مفادات کی کونسل کے ارکان کا تقرر کون کرتا ہے؟ [/INST] مشترکہ مفادات کی کونسل کے ارکان کا تقرر صدر کرتا ہے۔ </s>,urdu,295
"<s>[INST] How is the President of Pakistan elected? [/INST] The President is elected by the members of an electoral college consisting of the members of both Houses and the members of the Provincial Assemblies, in accordance with the provisions of the Second Schedule. </s>",eng,76
<s>[INST] پاکستان کے صدر کا انتخاب کیسے ہوتا ہے؟ [/INST] صدر کا انتخاب انتخابی ادارے کے ارکان کی طرف سے کیا جاتا ہے جو دونوں ایوانوں کے ارکان اور صوبائی اسمبلیوں کے ارکان پر مشتمل ہوتا ہے، اور یہ جدول دوم کے احکام کے مطابق ہوتا ہے۔ </s>,urdu,76
"<s>[INST] Who has the authority to appoint the top military officials in Pakistan? [/INST] The President, on the advice of the Prime Minister, has the authority to appoint the Chairman of the Joint Chiefs of Staff Committee, the Chief of the Army Staff, the Chief of the Naval Staff, and the Chief of the Air Staff. </s>",eng,526
<s>[INST] پاکستان میں اعلیٰ فوجی عہدیداروں کی تقرری کا اختیار کس کے پاس ہے؟ [/INST] صدر، وزیراعظم کے مشورے پر، چیئرمین جوائنٹ چیفس آف اسٹاف کمیٹی، چیف آف آرمی اسٹاف، چیف آف نیول اسٹاف، اور چیف آف ایئر اسٹاف کا تقرر کرتا ہے۔ </s>,urdu,526
"<s>[INST] Will existing taxes continue to be collected after the new law starts? [/INST] Yes, all taxes and fees levied under any law in force immediately before the commencing day shall continue to be levied until they are varied or abolished by Act of the appropriate Legislature. </s>",eng,616
<s>[INST] کیا موجودہ محصولات نئے قانون کے شروع ہونے کے بعد بھی جمع کیے جائیں گے؟ [/INST] جی ہاں، یوم آغاز سے عین قبل نافذ العمل کسی قانون کے تحت عائد کردہ تمام محصولات اور فیسیں اس وقت تک برقرار رہیں گی جب تک انہیں متعلقہ مقننہ کے ایکٹ کے ذریعے تبدیل یا منسوخ نہ کر دیا جائے۔ </s>,urdu,616
"<s>[INST] Can a province borrow money without any restrictions? [/INST] No, a province can borrow money upon the security of the Provincial Consolidated Fund within limits fixed by the Provincial Assembly and with the consent of the Federal Government if there are outstanding loans or guarantees. </s>",eng,327
<s>[INST] کیا کوئی صوبہ بغیر کسی پابندی کے قرض لے سکتا ہے؟ [/INST] نہیں، کوئی صوبہ صوبائی مجموعی فنڈ کی ضمانت پر صوبائی اسمبلی کی مقرر کردہ حدود کے اندر اور وفاقی حکومت کی رضامندی کے ساتھ، اگر کوئی بقایا قرضے یا ضمانتیں ہوں، قرض لے سکتا ہے۔ </s>,urdu,327
"<s>[INST] Does the Constitution consider words referring to men to also include women? [/INST] Yes, words importing the masculine gender shall be taken to include females. </s>",eng,563
<s>[INST] کیا دستور میں مردوں سے متعلق الفاظ خواتین کو بھی شامل کرتے ہیں؟ [/INST] جی ہاں، وہ الفاظ جن سے صیغہ مذکر کا مفہوم نکلتا ہو، صیغہ مؤنث پر بھی حاوی سمجھے جائیں گے۔ </s>,urdu,563
<s>[INST] Which area gets priority in using natural gas from a well-head located within its boundaries? [/INST] The Province in which a well-head of natural gas is situated gets precedence over other parts of Pakistan in meeting the requirements from that well-head. </s>,eng,306
<s>[INST] قدرتی گیس کے سرچشمے سے واقع علاقے کو ترجیح کس کو ملتی ہے؟ [/INST] جس صوبے میں قدرتی گیس کا سرچشمہ واقع ہو، اسے پاکستان کے دیگر حصوں پر ترجیح حاصل ہوگی۔ </s>,urdu,306
"<s>[INST] Is there a waiting period before a former Commissioner or member can take another paid position in the service of Pakistan? [/INST] Yes, a former Commissioner or member must wait for two years after leaving office before taking another paid position in the service of Pakistan. </s>",eng,467
<s>[INST] کیا سابق کمشنر یا رکن کو پاکستان کی ملازمت میں کوئی دوسرا منفعت بخش عہدہ سنبھالنے سے پہلے انتظار کرنا پڑتا ہے؟ [/INST] جی ہاں، سابق کمشنر یا رکن کو عہدہ چھوڑنے کے بعد دو سال انتظار کرنا پڑتا ہے اس سے پہلے کہ وہ پاکستان کی ملازمت میں کوئی دوسرا منفعت بخش عہدہ سنبھال سکیں۔ </s>,urdu,467
"<s>[INST] Are there any exceptions to the rule that laws conflicting with fundamental rights are void? [/INST] Yes, the provisions of this Article do not apply to laws relating to members of the Armed Forces, police, or other forces charged with maintaining public order, and certain laws specified in the First Schedule. </s>",eng,14
<s>[INST] کیا بنیادی حقوق کے متناقض قوانین کالعدم ہونے کے اصول کے کوئی استثنات ہیں؟ [/INST] جی ہاں، اس آرٹیکل کے احکام مسلح افواج، پولیس، یا امن عامہ قائم رکھنے کی ذمہ دار دیگر جمعیتوں سے متعلق قوانین اور جدول اول میں مذکور بعض قوانین پر لاگو نہیں ہوتے۔ </s>,urdu,14
<s>[INST] When does a Provincial Assembly elect a Speaker and a Deputy Speaker? [/INST] A Provincial Assembly elects a Speaker and a Deputy Speaker at its first meeting after a general election. </s>,eng,212
<s>[INST] صوبائی اسمبلی اسپیکر اور ڈپٹی اسپیکر کا انتخاب کب کرتی ہے؟ [/INST] صوبائی اسمبلی عام انتخابات کے بعد اپنے پہلے اجلاس میں اسپیکر اور ڈپٹی اسپیکر کا انتخاب کرتی ہے۔ </s>,urdu,212
"<s>[INST] Can the Federal Government authorize spending if the National Assembly is dissolved? [/INST] Yes, the Federal Government can authorize expenditure from the Federal Consolidated Fund if the National Assembly is dissolved. </s>",eng,171
<s>[INST] کیا وفاقی حکومت خرچ کی منظوری دے سکتی ہے اگر قومی اسمبلی ٹوٹی ہوئی ہو؟ [/INST] جی ہاں، وفاقی حکومت وفاقی مجموعی فنڈ سے خرچ کی منظوری دے سکتی ہے اگر قومی اسمبلی ٹوٹی ہوئی ہو۔ </s>,urdu,171
"<s>[INST] Does the Constitution restrict the Parliament from making indemnity laws for actions related to maintaining order? [/INST] No, the Constitution does not prevent the Parliament from making indemnity laws for actions related to maintaining or restoring order. </s>",eng,514
<s>[INST] کیا آئین پارلیمنٹ کو امن و امان برقرار رکھنے سے متعلق اقدامات کے لئے برأت کے قوانین بنانے سے روکتا ہے؟ [/INST] نہیں، آئین پارلیمنٹ کو امن و امان برقرار رکھنے یا بحال کرنے سے متعلق اقدامات کے لئے برأت کے قوانین بنانے سے نہیں روکتا۔ </s>,urdu,514
"<s>[INST] Can the validity of an order or instrument made in the name of the Governor be questioned in court? [/INST] No, the validity of any order or instrument made in the name of the Governor cannot be questioned in any court on the ground that it was not made or executed by the Governor. </s>",eng,267
<s>[INST] کیا گورنر کے نام سے وضع کیے ہوئے حکم یا دستاویز کے جواز پر عدالت میں اعتراض کیا جا سکتا ہے؟ [/INST] نہیں، گورنر کے نام سے وضع کیے ہوئے کسی حکم یا دستاویز کے جواز پر کسی عدالت میں اس بناء پر اعتراض نہیں کیا جا سکتا کہ اسے گورنر نے وضع یا مکمل نہیں کیا تھا۔ </s>,urdu,267
"<s>[INST] Can children under fourteen work in factories or mines in Pakistan? [/INST] No, children below the age of fourteen years shall not be engaged in any factory, mine, or any other hazardous employment. </s>",eng,22
<s>[INST] کیا پاکستان میں چودہ سال سے کم عمر کے بچے کارخانوں یا کانوں میں کام کر سکتے ہیں؟ [/INST] نہیں، چودہ سال سے کم عمر کے کسی بچے کو کسی کارخانے، کان یا دیگر پرخطر ملازمت میں نہیں رکھا جائے گا۔ </s>,urdu,22
"<s>[INST] When was the provision for Special Courts for heinous offences repealed? [/INST] The provision for Special Courts for heinous offences was repealed on 26th July, 1994. </s>",eng,457
<s>[INST] سنگین جرائم کے لیے خصوصی عدالتوں کی فراہمی کب منسوخ کی گئی؟ [/INST] سنگین جرائم کے لیے خصوصی عدالتوں کی فراہمی ۲۶ جولائی ۱۹۹۴ کو منسوخ کی گئی۔ </s>,urdu,457
"<s>[INST] Who is responsible for ensuring that actions are in line with the Principles of Policy? [/INST] The responsibility lies with the organ or authority of the State, or the person performing functions on behalf of an organ or authority of the State. </s>",eng,57
<s>[INST] حکمت عملی کے اصولوں کے مطابق اقدامات کو یقینی بنانے کی ذمہ داری کس کی ہے؟ [/INST] یہ ذمہ داری مملکت کے متعلقہ شعبے یا ہیئت مجاز کی یا متعلقہ شخص کی ہے جو مملکت کے کسی شعبے یا ہیئت مجاز کی طرف سے کام کر رہا ہو۔ </s>,urdu,57
<s>[INST] How many members of the Provincial Assembly are needed to move a vote of no-confidence against the Chief Minister? [/INST] Not less than twenty per centum of the total membership of the Provincial Assembly are needed to move a vote of no-confidence against the Chief Minister. </s>,eng,261
<s>[INST] وزیر اعلیٰ کے خلاف عدم اعتماد کی تحریک پیش کرنے کے لیے صوبائی اسمبلی کے کتنے ارکان کی ضرورت ہے؟ [/INST] وزیر اعلیٰ کے خلاف عدم اعتماد کی تحریک پیش کرنے کے لیے صوبائی اسمبلی کی کل رکنیت کے کم از کم بیس فیصد ارکان کی ضرورت ہے۔ </s>,urdu,261
"<s>[INST] Are members of the Parliament protected from legal proceedings for their speeches and votes within the Parliament? [/INST] Yes, members are protected from any legal proceedings in any court for anything said or any vote given by them in the Parliament. </s>",eng,130
<s>[INST] کیا پارلیمنٹ کے ارکان اپنی تقاریر اور ووٹوں کے لئے قانونی کارروائی سے محفوظ ہیں؟ [/INST] جی ہاں، ارکان پارلیمنٹ میں کی گئی کسی بھی تقریر یا دیئے گئے کسی بھی ووٹ کے لئے کسی عدالت میں کسی قانونی کارروائی سے محفوظ ہیں۔ </s>,urdu,130
"<s>[INST] What does the Provincial Assembly regulate concerning the Provincial Consolidated Fund and Public Account? [/INST] The Provincial Assembly regulates the custody, payment into, and withdrawal of moneys from the Provincial Consolidated Fund and Public Account, as well as all matters connected with or ancillary to these activities. </s>",eng,235
<s>[INST] صوبائی اسمبلی صوبائی مجموعی فنڈ اور عوامی حساب کے بارے میں کیا منضبط کرتی ہے؟ [/INST] صوبائی اسمبلی صوبائی مجموعی فنڈ اور عوامی حساب کی تحویل، اس میں رقوم کی ادائیگی، اور اس سے رقوم کی واپسی، اور ان سرگرمیوں سے متعلق یا ضمنی جملہ امور کو منضبط کرتی ہے۔ </s>,urdu,235
"<s>[INST] What happens if the Court finds a law to be against the Injunctions of Islam? [/INST] If the Court finds a law to be against the Injunctions of Islam, it will set out the reasons for its opinion, specify the extent of the repugnance, and the law or provision will cease to have effect on the specified day. </s>",eng,414
<s>[INST] اگر عدالت کسی قانون کو اسلامی احکام کے منافی قرار دے تو کیا ہوتا ہے؟ [/INST] اگر عدالت کسی قانون کو اسلامی احکام کے منافی قرار دے تو وہ اپنی رائے کی وجوہات بیان کرے گی، منافی ہونے کی حد کی وضاحت کرے گی، اور قانون یا دفعہ مقررہ تاریخ سے مؤثر نہیں رہے گا۔ </s>,urdu,414
<s>[INST] Who does the Chief Justice of Pakistan take an oath before when assuming office? [/INST] The Chief Justice of Pakistan takes an oath before the President. </s>,eng,354
